종목코드,년도,분기,배당금지급,유동자산,유동부채,영업이익(손실),수익(매출액),당기순이익(손실),자본총계,자산총계,부채총계,ATR,MARKETCAP,TSF_SLOPE
000020,2020.0,1.0,3312927600.0,237916000000.0,56014701313.0,2706892406.0,67003673192.0,2258999556.0,299487000000.0,376186000000.0,76698757654.0,0.04,182951050815.806,-0.332
000950,2020.0,1.0,0.0,44450978764.0,213921000000.0,-3642226982.0,28406980343.0,-7534317983.0,123791000000.0,387042000000.0,263252000000.0,0.043,19403992737.6842,-0.329
001540,2020.0,1.0,0.0,147348000000.0,50603523811.0,2657248411.0,37775483034.0,2329921282.0,149143000000.0,213038000000.0,63895624344.0,0.048,123772612120.489,-0.31
001790,2020.0,1.0,6212995000.0,534672000000.0,402043000000.0,7324572000.0,283674000000.0,145641000.0,457573000000.0,1153100000000.0,695526000000.0,0.038,141272061681.509,-0.184
002230,2020.0,1.0,0.0,97118714268.0,21724065507.0,-369719259.0,11342623345.0,-2315460484.0,133615000000.0,160097000000.0,26482460625.0,0.046,52494528106.228,-0.415
002350,2020.0,1.0,10812159730.0,1202530000000.0,749574000000.0,25364659279.0,459136000000.0,14635018305.0,1573940000000.0,3546080000000.0,1972150000000.0,0.035,456597372928.0,-0.527
002450,2020.0,1.0,0.0,188554000000.0,167645000000.0,10424238379.0,69112805812.0,4268077540.0,225756000000.0,624072000000.0,398317000000.0,0.043,115879526268.928,-0.449
002710,2020.0,1.0,150000000.0,161346000000.0,183498000000.0,-1192629360.0,112529000000.0,-2864309864.0,114133000000.0,325372000000.0,211239000000.0,0.05,36709655070.585,-0.48
002800,2020.0,1.0,424774000.0,43783067288.0,38721557351.0,460542336.0,15259716553.0,717221413.0,56669141631.0,133629000000.0,76960299424.0,0.067,133045221572.525,-0.05
002870,2020.0,1.0,1662382800.0,90452344412.0,94789514861.0,-4140991801.0,14630188621.0,-8474060328.0,58760058565.0,156510000000.0,97749952854.0,0.049,34609153100.4179,-0.405
002920,2020.0,1.0,1080000000.0,210269000000.0,44274179142.0,3347687016.0,61009735852.0,3847952284.0,301867000000.0,392629000000.0,90762821865.0,0.031,57344000854.4943,-0.234
003200,2020.0,1.0,125610250.0,414471000000.0,156177000000.0,3667466948.0,116455000000.0,786761162.0,719736000000.0,972493000000.0,252757000000.0,0.023,107087996980.513,-0.37
003610,2020.0,1.0,0.0,144634000000.0,35397989744.0,803741339.0,33435427082.0,-221636040.0,189586000000.0,232938000000.0,43351614108.0,0.05,67490973084.7508,-0.261
004080,2020.0,1.0,0.0,58814701807.0,42916549547.0,1655196067.0,28629449816.0,5459025696.0,92821717839.0,150008000000.0,57186571548.0,0.032,87399956480.0,-0.066
004150,2020.0,1.0,0.0,235766000000.0,175367000000.0,2292692000.0,132803000000.0,15179649000.0,472482000000.0,697375000000.0,224894000000.0,0.04,120764424886.498,-0.357
004590,2020.0,1.0,0.0,42685036812.0,17420712710.0,1745074527.0,15845857032.0,1633180923.0,103869000000.0,141026000000.0,37157319109.0,0.046,52200022016.0,-0.171
004890,2020.0,1.0,1624553250.0,278495000000.0,42898961422.0,-218484738.0,97608174446.0,1020490792.0,353164000000.0,411271000000.0,58106340977.0,0.031,110347195065.094,-0.236
004920,2020.0,1.0,0.0,16567608993.0,18242595798.0,-1298537531.0,10355670507.0,-1860760832.0,29133334777.0,56261161819.0,27127827042.0,0.058,36748237811.038,-0.366
005360,2020.0,1.0,1329411490.0,83920687405.0,85995208842.0,407999993.0,33507906350.0,-303798225.0,73520674432.0,183401000000.0,109880000000.0,0.069,50739277962.8475,-0.39
005860,2020.0,1.0,0.0,104607000000.0,107055000000.0,514607572.0,80609119312.0,-2607729199.0,58500608653.0,172947000000.0,114446000000.0,0.048,60878733868.5993,-0.355
006650,2020.0,1.0,15440250000.0,467054000000.0,141560000000.0,-45744196354.0,496024000000.0,-30184934395.0,1733060000000.0,2025080000000.0,292023000000.0,0.045,567449784342.781,-0.349
006920,2020.0,1.0,160515000.0,24401995036.0,16628296965.0,-1034468958.0,15307713954.0,-1019215748.0,28026580094.0,54651278670.0,26624698576.0,0.052,32159395635.2,-0.523
007070,2020.0,1.0,62376764491.0,905916000000.0,1795360000000.0,88763360645.0,2141890000000.0,49386468207.0,2535770000000.0,7100350000000.0,4564580000000.0,0.035,3235786142311.46,-0.3
007540,2020.0,1.0,71600.0,142354000000.0,54885283098.0,10164551213.0,74423581533.0,8253961372.0,262317000000.0,344125000000.0,81807753365.0,0.036,86274004607.3836,-0.37
007590,2020.0,1.0,2923805350.0,158922000000.0,49419776347.0,12337113049.0,65596851657.0,9069212040.0,143294000000.0,217713000000.0,74419354254.0,0.028,73534922419.4834,-0.24
007610,2020.0,1.0,446725475.0,75806723602.0,44682527267.0,-1923528967.0,20938425926.0,-2658423557.0,77417674682.0,163316000000.0,85898148519.0,0.047,39870014730.0046,-0.372
007700,2020.0,1.0,15337382000.0,329293000000.0,106379000000.0,17319525356.0,165981000000.0,13775902575.0,481171000000.0,628028000000.0,146858000000.0,0.062,1810993969020.31,-0.238
007770,2020.0,1.0,0.0,48758276973.0,10214590543.0,-16146084.0,22331843386.0,399994294.0,93296092329.0,122776000000.0,29480117912.0,0.04,26746203876.4308,-0.386
008500,2020.0,1.0,0.0,27662880436.0,18331496365.0,-2855728972.0,8782288500.0,-1722931312.0,28116088087.0,56870532369.0,28754444282.0,0.036,12839994694.7197,-0.457
009070,2020.0,1.0,63800000.0,109859000000.0,141610000000.0,3632161096.0,123349000000.0,3181348107.0,199270000000.0,433473000000.0,234203000000.0,0.05,59100006670.8995,-0.355
009140,2020.0,1.0,0.0,45582612646.0,2078946676.0,-450111074.0,2839652076.0,493413957.0,54742663834.0,57254039379.0,2511375545.0,0.021,25368417496.2484,-0.224
009160,2020.0,1.0,17884306.0,315495000000.0,251494000000.0,1636844657.0,84853813269.0,3142767137.0,435637000000.0,707276000000.0,271639000000.0,0.042,143290745433.248,-0.246
009620,2020.0,1.0,825400000.0,154152000000.0,200682000000.0,2277413922.0,79104322455.0,-743689981.0,51363597002.0,308431000000.0,257068000000.0,0.103,27080245933.0832,-0.359
010100,2020.0,1.0,1522521000.0,365580000000.0,347114000000.0,6292358789.0,219918000000.0,7366689404.0,235838000000.0,653135000000.0,417297000000.0,0.064,39433274128.6743,-0.511
010240,2020.0,1.0,1848404400.0,54008931282.0,23554987058.0,3784153268.0,28172159139.0,2904413609.0,69111541939.0,102987000000.0,33875897390.0,0.042,34688351883.2941,-0.442
011690,2020.0,1.0,0.0,63472607716.0,74454065585.0,-2254693244.0,29484000303.0,-29858709225.0,51311038035.0,135631000000.0,84320330655.0,0.072,219445116928.0,-0.819
011700,2020.0,1.0,0.0,58513554930.0,6877717287.0,776566848.0,10767983330.0,849014097.0,80794705796.0,90209201911.0,9414496115.0,0.044,38610862080.0,-0.395
012320,2020.0,1.0,11038500.0,240159000000.0,87820086922.0,3260362073.0,61926625810.0,4927368985.0,415052000000.0,606709000000.0,191657000000.0,0.04,55932786665.593,-0.423
013570,2020.0,1.0,0.0,431209000000.0,242751000000.0,10072020037.0,196127000000.0,6412146920.0,481577000000.0,790070000000.0,308493000000.0,0.045,91723840153.9483,-0.475
014440,2020.0,1.0,70000000.0,75257808546.0,32273142142.0,70302146.0,24274364312.0,-70695704.0,146337000000.0,179686000000.0,33348753442.0,0.035,44400008939.8652,-0.373
015360,2020.0,1.0,2156000000.0,707072000000.0,395399000000.0,13031136156.0,402639000000.0,14907373765.0,612155000000.0,1603950000000.0,991798000000.0,0.029,175800021866.739,-0.26
015710,2020.0,1.0,0.0,67638920587.0,19940510476.0,141967459.0,18542403789.0,403868276.0,115628000000.0,143328000000.0,27700075207.0,0.044,68193648335.4256,-0.433
015760,2020.0,1.0,20724000000.0,19741600000000.0,23095800000000.0,430554000000.0,15093100000000.0,53608000000.0,68822100000000.0,199094000000000.0,130272000000000.0,0.032,12357809126561.7,-0.365
016250,2020.0,1.0,12078448500.0,692550000000.0,686072000000.0,20260667704.0,326162000000.0,11248410977.0,516866000000.0,2058950000000.0,1542080000000.0,0.04,71680390728.4551,-0.226
018120,2020.0,1.0,0.0,63335543306.0,22055663220.0,4203664083.0,31737922010.0,3242480075.0,73705610681.0,99250218142.0,25544607461.0,0.047,168507523072.0,-0.17
019540,2020.0,1.0,0.0,105840000000.0,232587000000.0,-7061394020.0,29591405388.0,-4172427823.0,115454000000.0,356873000000.0,241419000000.0,0.078,26959432492.1379,-0.393
020760,2020.0,1.0,0.0,24115143129.0,68277067635.0,-7881099847.0,15138954579.0,-7444473865.0,42833200330.0,119787000000.0,76954286705.0,0.084,104131624960.0,-0.392
023410,2020.0,1.0,0.0,365275000000.0,634083000000.0,22455289502.0,322119000000.0,17477123670.0,791240000000.0,4289760000000.0,3498520000000.0,0.038,259764432076.8,-0.366
023900,2020.0,1.0,2016000000.0,66357035045.0,22709711008.0,2151893091.0,31204462580.0,2066960115.0,147309000000.0,179283000000.0,31974197741.0,0.06,135449990826.667,-0.402
025880,2020.0,1.0,0.0,51549631820.0,41963993170.0,233014976.0,16536993221.0,367387480.0,52544974245.0,104170000000.0,51625398322.0,0.056,25658849280.0,-0.462
032190,2020.0,1.0,0.0,27153600000000.0,25603200000000.0,31970764476.0,2123800000000.0,17497223819.0,2642810000000.0,31380000000000.0,28737200000000.0,0.04,237460086347.27,-0.341
033290,2020.0,1.0,0.0,182975000000.0,84847239281.0,18104553972.0,99845545103.0,14142470130.0,255578000000.0,349606000000.0,94028108516.0,0.052,272077053996.667,-0.238
033500,2020.0,1.0,0.0,170846000000.0,148054000000.0,7075882689.0,89991413536.0,6102662020.0,95113540489.0,294121000000.0,199008000000.0,0.05,190133270563.477,-0.447
033830,2020.0,1.0,0.0,88451343742.0,10261084809.0,-800271024.0,7762031797.0,-347239683.0,108639000000.0,120625000000.0,11986777331.0,0.072,83899899767.4667,-0.453
034590,2020.0,1.0,5152498750.0,225021000000.0,148773000000.0,4839960305.0,199409000000.0,3384062599.0,183198000000.0,419951000000.0,236753000000.0,0.021,102806803402.105,-0.213
036190,2020.0,1.0,0.0,186728000000.0,48528710576.0,3332805897.0,49594876577.0,8035447687.0,236326000000.0,289343000000.0,53016687030.0,0.032,143099849420.172,-0.293
036530,2020.0,1.0,7577903000.0,1207590000000.0,400470000000.0,28409877261.0,334960000000.0,42254418673.0,1623370000000.0,2223980000000.0,600604000000.0,0.039,211950375027.149,-0.229
037370,2020.0,1.0,306283790.0,28245516153.0,20151644763.0,-2115040415.0,8761556568.0,-2129515547.0,33755695230.0,87598111531.0,53842416301.0,0.048,57614820415.2099,-0.351
038010,2020.0,1.0,0.0,74704709312.0,82241062147.0,90350390.0,32455725445.0,-133207125.0,75560279920.0,168792000000.0,93231912995.0,0.04,25020009863.6351,-0.35
038110,2020.0,1.0,542607220.0,216345000000.0,434649000000.0,-3468025535.0,271585000000.0,-4616372803.0,112109000000.0,620853000000.0,508744000000.0,0.054,38945100480.2335,-0.361
038540,2020.0,1.0,10944855200.0,2669210000000.0,2577210000000.0,7137353326.0,112967000000.0,3606994817.0,611116000000.0,3556050000000.0,2944930000000.0,0.052,337502582720.522,-0.355
038680,2020.0,1.0,0.0,126566000000.0,74895042668.0,-2485417389.0,52876024991.0,-2761346420.0,74242794790.0,153847000000.0,79603892761.0,0.05,90237639257.3276,-0.445
039440,2020.0,1.0,3762848000.0,144906000000.0,72639428560.0,1981483845.0,55641950346.0,2830471552.0,165526000000.0,242632000000.0,77105517796.0,0.065,201832785144.861,-0.47
040910,2020.0,1.0,2473086150.0,180207000000.0,90080120691.0,8352078336.0,46257671071.0,7374376866.0,151880000000.0,251747000000.0,99867196330.0,0.065,243735891485.202,-0.285
041520,2020.0,1.0,0.0,181552000000.0,31330158569.0,-538575316.0,33365476952.0,4269973026.0,208454000000.0,248505000000.0,40051523208.0,0.043,35164488779.572,-0.491
041930,2020.0,1.0,732564950.0,129320000000.0,113217000000.0,3324694392.0,62897096727.0,-2997525216.0,109469000000.0,236495000000.0,127026000000.0,0.06,54273010322.9217,-0.362
042600,2020.0,1.0,489262760.0,59417868746.0,31799170774.0,-35463133.0,37738211494.0,418033968.0,83601688821.0,134225000000.0,50623417699.0,0.045,31555870048.5246,-0.293
043650,2020.0,1.0,35200000.0,72873312836.0,33711679191.0,169519485.0,25299668625.0,624171531.0,200198000000.0,246567000000.0,46369359747.0,0.018,72328413184.0,0.128
045520,2020.0,1.0,0.0,71079389558.0,49756090368.0,5616634566.0,42765853693.0,5174986683.0,44298098216.0,130954000000.0,86655458340.0,0.061,135525029402.034,-0.33
049120,2020.0,1.0,654679250.0,34136248489.0,44394852024.0,-1238740150.0,19066097831.0,-167315856.0,32996592027.0,88720980690.0,55724388663.0,0.059,45810907694.5455,-0.467
049720,2020.0,1.0,3475316500.0,17083143943.0,18752422227.0,1687657241.0,31610240173.0,1757739508.0,20448048049.0,48542360947.0,28094312898.0,0.03,68925977290.6213,-0.073
049960,2020.0,1.0,4340789400.0,66597479735.0,4358323283.0,1705267718.0,12070710586.0,3007463406.0,100870000000.0,105746000000.0,4876456572.0,0.049,128780068720.413,-0.341
051160,2020.0,1.0,0.0,27701217906.0,29115002341.0,2045571208.0,56942002317.0,1597319462.0,11097503769.0,51066164394.0,39968660625.0,0.1,105690265179.346,0.26
052260,2020.0,1.0,5250000000.0,76712414265.0,32771090010.0,1329077660.0,21739013749.0,913332533.0,152401000000.0,215749000000.0,63347919156.0,0.078,345750420854.414,-0.102
052460,2020.0,1.0,0.0,32290186824.0,11716448734.0,-1992909696.0,16335278186.0,-2052033477.0,28377721948.0,40207012038.0,11829290090.0,0.069,33671369971.0506,-0.319
053260,2020.0,1.0,1514099000.0,96593050506.0,23316890232.0,740248940.0,43892507596.0,1485890517.0,108764000000.0,134388000000.0,25624057420.0,0.049,51480034056.3177,-0.262
053610,2020.0,1.0,4141454800.0,132683000000.0,19015572283.0,413680439.0,16015717580.0,-1772755398.0,195946000000.0,217072000000.0,21125731435.0,0.052,146849938897.455,-0.278
053690,2020.0,1.0,0.0,154195000000.0,66246126348.0,2397633381.0,52415363352.0,1483418255.0,123232000000.0,225513000000.0,102281000000.0,0.037,71881436879.7257,-0.377
053700,2020.0,1.0,0.0,332808000000.0,450614000000.0,162724370.0,212694000000.0,654371251.0,210415000000.0,751269000000.0,540854000000.0,0.055,74821978196.8284,-0.429
053800,2020.0,1.0,0.0,175965000000.0,60185313049.0,2952795002.0,40408972912.0,3271994459.0,202060000000.0,266807000000.0,64746385525.0,0.053,569788586266.873,-0.401
054210,2020.0,1.0,0.0,251182000000.0,256178000000.0,-2678974483.0,140280000000.0,-4885069412.0,151122000000.0,442865000000.0,291743000000.0,0.053,83334529305.6,-0.463
054620,2020.0,1.0,0.0,50929606047.0,43212934062.0,-2356519723.0,5235574241.0,-599659468.0,214208000000.0,296237000000.0,82028842483.0,0.076,131542689694.476,-0.409
054800,2020.0,1.0,0.0,527752000000.0,101359000000.0,12530182766.0,132928000000.0,14346581243.0,615075000000.0,807402000000.0,192327000000.0,0.041,98821032618.6667,-0.3
058730,2020.0,1.0,0.0,100897000000.0,72641034804.0,-1770065729.0,41993067709.0,-1715203116.0,120738000000.0,205350000000.0,84612316277.0,0.05,95723896441.5091,-0.323
059090,2020.0,1.0,2109999600.0,188101000000.0,139382000000.0,11383008379.0,67837494584.0,5482525247.0,174512000000.0,429943000000.0,255431000000.0,0.116,375938965147.826,0.845
060380,2020.0,1.0,980000000.0,85912405607.0,75608942637.0,300115140.0,47990998133.0,-2790870245.0,50364974390.0,144623000000.0,94257560047.0,0.042,22667192919.9487,-0.306
061040,2020.0,1.0,0.0,141847000000.0,100151000000.0,413891104.0,67105907249.0,16997143569.0,153477000000.0,266338000000.0,112861000000.0,0.059,156916329888.901,-0.525
065130,2020.0,1.0,2622760900.0,364695000000.0,250719000000.0,-22512835047.0,237324000000.0,-14388514424.0,363136000000.0,622538000000.0,259402000000.0,0.073,147640563852.666,-0.131
065710,2020.0,1.0,0.0,45328431880.0,23591576038.0,3854592882.0,11414453854.0,5765009366.0,74562391858.0,98575297345.0,24012905487.0,0.033,92957346821.7853,-0.313
066590,2020.0,1.0,0.0,68826185702.0,112956000000.0,-1512895894.0,57049937040.0,-2307103849.0,57876389816.0,187259000000.0,129382000000.0,0.079,123471017115.754,-0.037
066670,2020.0,1.0,1684991800.0,63541359980.0,10653185651.0,939904876.0,9469862940.0,72799318.0,148034000000.0,162259000000.0,14225401323.0,0.036,52898165961.1752,-0.238
067080,2020.0,1.0,0.0,47805188864.0,70551232687.0,1123406841.0,27422800904.0,842917844.0,83281242025.0,165605000000.0,82323937708.0,0.056,165874438046.807,-0.38
068330,2020.0,1.0,300062980.0,29549249932.0,4825478159.0,1107814951.0,5084713807.0,1235033642.0,40410206893.0,46207226386.0,5797019493.0,0.065,63007668890.06,-0.353
068790,2020.0,1.0,1658151750.0,157203000000.0,152738000000.0,6632619003.0,50230832500.0,13274436253.0,178553000000.0,331823000000.0,153270000000.0,0.053,80599662566.2794,-0.481
072950,2020.0,1.0,0.0,41574156792.0,5670527341.0,380369872.0,8331289097.0,506522631.0,57447716615.0,66272626720.0,8824910105.0,0.062,23821293577.0374,-0.365
078140,2020.0,1.0,554328950.0,66924187238.0,10407104843.0,2823580631.0,20601670465.0,2226849611.0,86578991614.0,106614000000.0,20034665630.0,0.064,62084908828.4444,-0.27
078340,2020.0,1.0,17039204000.0,759846000000.0,70833107199.0,23644862365.0,98302512201.0,29388962579.0,934371000000.0,1012690000000.0,78315816959.0,0.038,1075066506853.4,-0.256
080010,2020.0,1.0,0.0,63916072788.0,39103748547.0,-1252684531.0,6798971034.0,-2156309755.0,104423000000.0,147690000000.0,43266916018.0,0.04,52761154930.9914,-0.205
080420,2020.0,1.0,3405479.0,227194000000.0,225417000000.0,-469462760.0,89325608564.0,2806654428.0,363505000000.0,899919000000.0,536414000000.0,0.066,169408242101.16,-0.362
082920,2020.0,1.0,2153915200.0,76437913521.0,17609188084.0,6222564163.0,30826028921.0,6207025585.0,145521000000.0,167453000000.0,21931371801.0,0.051,314217719888.171,-0.101
083450,2020.0,1.0,1778849000.0,94768094695.0,31102237317.0,7819538720.0,47832215419.0,7800446946.0,108149000000.0,142279000000.0,34130546682.0,0.079,109017525939.892,-0.025
084180,2020.0,1.0,0.0,14607292549.0,10406495494.0,-233127439.0,4459219407.0,-1292196861.0,15417309118.0,48145960712.0,32728651594.0,0.085,62800607241.1022,-0.554
084690,2020.0,1.0,391645421.0,1571410000000.0,1134320000000.0,60267696903.0,925641000000.0,62330392997.0,1249990000000.0,3173090000000.0,1923110000000.0,0.045,189753868380.915,-0.368
086060,2020.0,1.0,0.0,47152500621.0,13879969255.0,194343612.0,14366061522.0,42563866.0,42161887379.0,72013503356.0,29851615977.0,0.087,40771082081.499,-0.337
086670,2020.0,1.0,1221979350.0,76215781026.0,44644523533.0,3003515997.0,24212508641.0,3242658938.0,72394773092.0,123657000000.0,51262502130.0,0.056,44211446125.7143,-0.324
086900,2020.0,1.0,0.0,137333000000.0,171259000000.0,-9935728963.0,33889626682.0,-6072957619.0,247105000000.0,453011000000.0,205906000000.0,0.06,1203042496001.24,-0.501
088910,2020.0,1.0,0.0,110220000000.0,25870114759.0,-3537649458.0,65098493371.0,-3821159045.0,186098000000.0,217643000000.0,31544793456.0,0.039,67679203817.0746,-0.318
091340,2020.0,1.0,1110627140.0,179839000000.0,97455564994.0,570786231.0,69760611380.0,1225885114.0,132987000000.0,298280000000.0,165293000000.0,0.068,65072611729.8717,-0.369
093190,2020.0,1.0,0.0,131098000000.0,14932477810.0,2014093176.0,21728549770.0,2916566434.0,145152000000.0,163099000000.0,17947079250.0,0.039,77532684935.2691,-0.293
094480,2020.0,1.0,0.0,185005000000.0,119411000000.0,2547314896.0,21114223878.0,1278226349.0,90520039055.0,233884000000.0,143364000000.0,0.063,103959067453.62,-0.461
094820,2020.0,1.0,4686023670.0,70281546152.0,35728043563.0,4440412890.0,46553060047.0,4036247651.0,95963705267.0,146562000000.0,50598195534.0,0.031,62275002368.0,-0.311
096610,2020.0,1.0,113344904.0,56143226556.0,43246883243.0,-1756667473.0,8030075866.0,-1772003101.0,48359326935.0,103346000000.0,54986588817.0,0.06,63634275112.874,-0.416
097520,2020.0,1.0,8816741000.0,371259000000.0,375258000000.0,19697002931.0,369043000000.0,20274108292.0,238081000000.0,625330000000.0,387249000000.0,0.063,470117110807.814,-0.301
097950,2020.0,1.0,0.0,7980820000000.0,8174770000000.0,275935000000.0,5830940000000.0,451924000000.0,10063800000000.0,26752500000000.0,16688800000000.0,0.043,3251701872850.54,-0.131
102120,2020.0,1.0,3290563200.0,62879767109.0,12343159297.0,3583531279.0,33465444095.0,4337998909.0,91303151848.0,109531000000.0,18227929489.0,0.069,116997352542.548,-0.149
104040,2020.0,1.0,0.0,31770290369.0,22408136708.0,436759800.0,7863739928.0,1270705870.0,54397425196.0,93800220419.0,39402795223.0,0.064,27232119474.4954,-0.374
104830,2020.0,1.0,1891200000.0,105537000000.0,54444171507.0,10818761966.0,66305369677.0,8391781856.0,315293000000.0,372164000000.0,56870953820.0,0.05,238291151486.976,-0.402
112610,2020.0,1.0,7125233940.0,478100000000.0,305349000000.0,16249880798.0,181041000000.0,13485050265.0,383456000000.0,792356000000.0,408900000000.0,0.051,539260717294.144,-0.352
115570,2020.0,1.0,0.0,51787144678.0,59187455100.0,285968907.0,22032630573.0,-576493073.0,53861528604.0,136858000000.0,82996259847.0,0.075,50462063531.3083,-0.042
119830,2020.0,1.0,0.0,18186018491.0,21916864696.0,16255816.0,10993926477.0,-75879224.0,59657869482.0,93899854712.0,34241985230.0,0.074,92167453117.2174,-0.462
122450,2020.0,1.0,1584740500.0,152624000000.0,148583000000.0,5104898737.0,61851072110.0,1710245368.0,472980000000.0,772210000000.0,299230000000.0,0.04,112093268365.25,-0.139
122690,2020.0,1.0,436564320.0,285918000000.0,580548000000.0,-3499346904.0,321038000000.0,-5910856031.0,157310000000.0,852440000000.0,695130000000.0,0.055,25792187309.4194,-0.399
123040,2020.0,1.0,2530163175.0,363081000000.0,565001000000.0,11622584250.0,307870000000.0,616056626.0,261040000000.0,1027660000000.0,766621000000.0,0.069,171218416277.704,-0.459
126600,2020.0,1.0,1442618990.0,115734000000.0,42244967629.0,2680082340.0,38952090821.0,2579541934.0,109861000000.0,153686000000.0,43825052399.0,0.049,127882943398.445,-0.434
138070,2020.0,1.0,558033588.0,59736419088.0,27488041146.0,696701551.0,12540628617.0,291595392.0,70968522917.0,116943000000.0,45974689337.0,0.047,31863502742.9573,-0.342
140860,2020.0,1.0,1137024.0,53178747604.0,14290922934.0,1300259285.0,12454346371.0,2121585508.0,45120073187.0,60691470045.0,15571396858.0,0.055,212810091923.394,-0.301
143160,2020.0,1.0,0.0,126283000000.0,18406085607.0,5398165850.0,38644429749.0,5145816898.0,153232000000.0,174519000000.0,21286636818.0,0.062,181106990509.05,-0.47
160980,2020.0,1.0,0.0,81149115261.0,40006421584.0,8038536092.0,51826871762.0,3553594043.0,110094000000.0,163176000000.0,53081901530.0,0.061,80730282685.2174,-0.452
183300,2020.0,1.0,3510000000.0,127775000000.0,100114000000.0,8883506796.0,45110362847.0,5458369085.0,127985000000.0,305339000000.0,177353000000.0,0.061,251579047278.508,-0.134
200670,2020.0,1.0,0.0,55239308905.0,19771619038.0,2693724550.0,19174338009.0,1140925492.0,117767000000.0,138124000000.0,20357143914.0,0.05,194277912998.012,-0.387
203450,2020.0,1.0,0.0,38420759768.0,16690660693.0,806418460.0,11317207981.0,928764298.0,34523069402.0,56462171373.0,21939101971.0,0.053,29651603074.9767,-0.322
210540,2020.0,1.0,0.0,166655000000.0,97693336587.0,7803135400.0,80652880083.0,4593793822.0,171273000000.0,281206000000.0,109933000000.0,0.043,65146115807.1795,-0.511
221980,2020.0,1.0,0.0,41155484125.0,5669909179.0,1566060391.0,12103930459.0,1768094703.0,76290355181.0,84985431318.0,8695076137.0,0.035,41154897592.32,-0.185
230360,2020.0,1.0,3239787400.0,123247000000.0,27106371339.0,7891070938.0,29585299211.0,8729907227.0,115707000000.0,143662000000.0,27954959796.0,0.065,407836520622.475,-0.462
248170,2020.0,1.0,27800.0,102648000000.0,52383162625.0,10603630020.0,74338402500.0,9547471226.0,165417000000.0,232911000000.0,67494194664.0,0.04,110095669737.198,-0.39
000020,2020.0,2.0,3312927600.0,245802000000.0,54867853531.0,6223347724.0,69833296669.0,8978644909.0,311189000000.0,388290000000.0,77101878765.0,0.079,453886162189.474,1.633
000220,2020.0,2.0,1519270650.0,73568334487.0,44138858992.0,1671900502.0,24719603543.0,1798854553.0,90930719079.0,152934000000.0,62003127041.0,0.067,118895106654.861,0.229
000250,2020.0,2.0,2066995750.0,159756000000.0,39581659112.0,3673449591.0,44326535555.0,8145808028.0,227248000000.0,290128000000.0,62880219199.0,0.052,860889148459.906,0.388
000490,2020.0,2.0,1282106020.0,508133000000.0,501376000000.0,26481744771.0,256890000000.0,29241578161.0,341433000000.0,978695000000.0,637262000000.0,0.045,154894719205.075,0.502
000590,2020.0,2.0,1311396500.0,193443000000.0,19013472384.0,5178802801.0,34345785084.0,10766454147.0,293958000000.0,323333000000.0,29375030815.0,0.058,68691574140.2418,0.554
000850,2020.0,2.0,2750000000.0,170297000000.0,46627006953.0,555632628.0,41751188807.0,7390961858.0,294786000000.0,370992000000.0,76206432232.0,0.029,66660040704.0,0.061
001080,2020.0,2.0,597357860.0,153589000000.0,17343398487.0,136237107.0,46222992113.0,-189515941.0,230542000000.0,251647000000.0,21105265018.0,0.046,56439980032.0,0.219
001130,2020.0,2.0,3290448000.0,488011000000.0,230988000000.0,10805859081.0,245048000000.0,20988887803.0,775833000000.0,1085550000000.0,309715000000.0,0.046,278850182257.778,0.441
001340,2020.0,2.0,3221963775.0,46366358698.0,83883056357.0,4911012706.0,40422931973.0,6482784694.0,172545000000.0,319942000000.0,147397000000.0,0.047,116787815040.0,-0.02
001790,2020.0,2.0,6212995000.0,551105000000.0,423034000000.0,6431308000.0,314562000000.0,4401657000.0,464017000000.0,1168340000000.0,704325000000.0,0.032,176702178164.483,0.158
001800,2020.0,2.0,39288572850.0,788392000000.0,393911000000.0,68592213729.0,519876000000.0,114866000000.0,3440760000000.0,4398980000000.0,958224000000.0,0.034,833184595968.0,0.028
002020,2020.0,2.0,7876853100.0,1315940000000.0,2248510000000.0,54026153902.0,1174530000000.0,106676000000.0,810136000000.0,3624920000000.0,2814790000000.0,0.018,219699818855.298,0.077
002030,2020.0,2.0,14538088150.0,627195000000.0,349958000000.0,42487275841.0,385896000000.0,30342615681.0,1482460000000.0,2832920000000.0,1350460000000.0,0.029,149306701648.457,-0.066
002230,2020.0,2.0,2865125100.0,87475514107.0,19682184756.0,190181120.0,14500876961.0,-2046417792.0,133517000000.0,157699000000.0,24182225193.0,0.055,75255073279.3444,0.612
002350,2020.0,2.0,10812159730.0,1113370000000.0,753117000000.0,-22448660296.0,314672000000.0,-13805193250.0,1552470000000.0,3443480000000.0,1891010000000.0,0.041,520569752182.753,0.07
002450,2020.0,2.0,4176369650.0,204410000000.0,194351000000.0,1255725615.0,50331890309.0,-576075286.0,227744000000.0,638799000000.0,411055000000.0,0.04,129006482384.626,0.054
002710,2020.0,2.0,790089630.0,153440000000.0,178028000000.0,2432990946.0,105408000000.0,-1330785779.0,114892000000.0,317008000000.0,202116000000.0,0.056,46978071615.9801,0.289
002800,2020.0,2.0,424774000.0,62376374628.0,42497495360.0,-820258157.0,17368831446.0,-373818492.0,55577731178.0,136898000000.0,81320289784.0,0.055,110289488706.581,-0.08
